"","response_uuid","Word","diff","Age"
"1","004732ad-6b7f-4b0c-861b-48fe2a7f3287","apple",0.0500002087755002,"6"
"2","004732ad-6b7f-4b0c-861b-48fe2a7f3287","banana",0.118627250801203,"6"
"3","004732ad-6b7f-4b0c-861b-48fe2a7f3287","cookie",0.0405645949574669,"6"
"4","004732ad-6b7f-4b0c-861b-48fe2a7f3287","foot",0.248157248157248,"6"
"5","004732ad-6b7f-4b0c-861b-48fe2a7f3287","hand",0.0346242939765198,"6"
"6","004732ad-6b7f-4b0c-861b-48fe2a7f3287","milk",0.248157248157248,"6"
"7","004732ad-6b7f-4b0c-861b-48fe2a7f3287","mouth",0.0500002087755001,"6"
"8","004732ad-6b7f-4b0c-861b-48fe2a7f3287","yogurt",0.0346242939765199,"6"
"9","036e33eb-cca7-4d18-ab55-63c4c489229a","apple",-0.0331030049815202,"6"
"10","036e33eb-cca7-4d18-ab55-63c4c489229a","banana",0.0872256286762721,"6"
"11","036e33eb-cca7-4d18-ab55-63c4c489229a","cookie",0.102272727272727,"6"
"12","036e33eb-cca7-4d18-ab55-63c4c489229a","eyes",0.102272727272727,"6"
"13","036e33eb-cca7-4d18-ab55-63c4c489229a","foot",0.0422741012837436,"6"
"14","036e33eb-cca7-4d18-ab55-63c4c489229a","hair",0.0872256286762723,"6"
"15","036e33eb-cca7-4d18-ab55-63c4c489229a","hand",-0.160479025485239,"6"
"16","036e33eb-cca7-4d18-ab55-63c4c489229a","milk",0.0422741012837438,"6"
"17","036e33eb-cca7-4d18-ab55-63c4c489229a","mouth",-0.0331030049815201,"6"
"18","036e33eb-cca7-4d18-ab55-63c4c489229a","yogurt",-0.160479025485239,"6"
"19","06593bf2-f310-46bb-8a43-9c72dc7811b0","apple",-0.362603589265134,"6"
"20","06593bf2-f310-46bb-8a43-9c72dc7811b0","banana",-0.129715522572665,"6"
"21","06593bf2-f310-46bb-8a43-9c72dc7811b0","cookie",-0.215305226174791,"6"
"22","06593bf2-f310-46bb-8a43-9c72dc7811b0","eyes",-0.215305226174791,"6"
"23","06593bf2-f310-46bb-8a43-9c72dc7811b0","foot",0.115828589500316,"6"
"24","06593bf2-f310-46bb-8a43-9c72dc7811b0","hair",-0.129715522572665,"6"
"25","06593bf2-f310-46bb-8a43-9c72dc7811b0","hand",-0.111175610595115,"6"
"26","06593bf2-f310-46bb-8a43-9c72dc7811b0","milk",0.115828589500316,"6"
"27","06593bf2-f310-46bb-8a43-9c72dc7811b0","mouth",-0.362603589265134,"6"
"28","06593bf2-f310-46bb-8a43-9c72dc7811b0","yogurt",-0.111175610595115,"6"
"29","06f52932-c87c-4815-adb9-52cc60998bd9","apple",0.0996824971686553,"12"
"30","06f52932-c87c-4815-adb9-52cc60998bd9","banana",0.297698744597722,"12"
"31","06f52932-c87c-4815-adb9-52cc60998bd9","cookie",0.409062980030722,"12"
"32","06f52932-c87c-4815-adb9-52cc60998bd9","eyes",0.409062980030722,"12"
"33","06f52932-c87c-4815-adb9-52cc60998bd9","foot",0.580717653993516,"12"
"34","06f52932-c87c-4815-adb9-52cc60998bd9","hair",0.297698744597721,"12"
"35","06f52932-c87c-4815-adb9-52cc60998bd9","hand",-0.047929048913849,"12"
"36","06f52932-c87c-4815-adb9-52cc60998bd9","milk",0.580717653993516,"12"
"37","06f52932-c87c-4815-adb9-52cc60998bd9","mouth",0.0996824971686552,"12"
"38","06f52932-c87c-4815-adb9-52cc60998bd9","yogurt",-0.0479290489138491,"12"
"39","08eee7ba-ef32-489d-9d25-e6cd14a0b267","apple",0.084452948090785,"6"
"40","08eee7ba-ef32-489d-9d25-e6cd14a0b267","cookie",0.021870286576169,"6"
"41","08eee7ba-ef32-489d-9d25-e6cd14a0b267","eyes",0.0218702865761689,"6"
"42","08eee7ba-ef32-489d-9d25-e6cd14a0b267","foot",0.361111111111111,"6"
"43","08eee7ba-ef32-489d-9d25-e6cd14a0b267","hand",0.166872852233677,"6"
"44","08eee7ba-ef32-489d-9d25-e6cd14a0b267","milk",0.361111111111111,"6"
"45","08eee7ba-ef32-489d-9d25-e6cd14a0b267","mouth",0.0844529480907849,"6"
"46","095b6236-bad8-4356-8325-878f7a78c608","apple",-0.170433145009416,"6"
"47","095b6236-bad8-4356-8325-878f7a78c608","banana",0.0988700564971751,"6"
"48","095b6236-bad8-4356-8325-878f7a78c608","cookie",-0.0985576923076923,"6"
"49","095b6236-bad8-4356-8325-878f7a78c608","foot",-0.0829455266955267,"6"
"50","095b6236-bad8-4356-8325-878f7a78c608","hair",0.0988700564971751,"6"
"51","095b6236-bad8-4356-8325-878f7a78c608","hand",-0.0368650626143239,"6"
"52","095b6236-bad8-4356-8325-878f7a78c608","milk",-0.0829455266955267,"6"
"53","095b6236-bad8-4356-8325-878f7a78c608","mouth",-0.170433145009416,"6"
"54","095b6236-bad8-4356-8325-878f7a78c608","yogurt",-0.036865062614324,"6"
"55","18088fc2-ebda-40ff-a630-70ffa64a67ea","apple",0.237910793539145,"12"
"56","18088fc2-ebda-40ff-a630-70ffa64a67ea","banana",0.103365634002737,"12"
"57","18088fc2-ebda-40ff-a630-70ffa64a67ea","cookie",-0.0509068001990146,"12"
"58","18088fc2-ebda-40ff-a630-70ffa64a67ea","eyes",-0.0509068001990146,"12"
"59","18088fc2-ebda-40ff-a630-70ffa64a67ea","foot",0.372896634615385,"12"
"60","18088fc2-ebda-40ff-a630-70ffa64a67ea","hair",0.103365634002737,"12"
"61","18088fc2-ebda-40ff-a630-70ffa64a67ea","hand",-0.00676861411705254,"12"
"62","18088fc2-ebda-40ff-a630-70ffa64a67ea","mouth",0.237910793539145,"12"
"63","18088fc2-ebda-40ff-a630-70ffa64a67ea","yogurt",-0.00676861411705265,"12"
"64","195d5246-ee70-4487-9d09-8d13249e2f10","apple",0.0599197247706422,"12"
"65","195d5246-ee70-4487-9d09-8d13249e2f10","banana",-0.329385703331345,"12"
"66","195d5246-ee70-4487-9d09-8d13249e2f10","cookie",0.240536723163842,"12"
"67","195d5246-ee70-4487-9d09-8d13249e2f10","eyes",0.240536723163842,"12"
"68","195d5246-ee70-4487-9d09-8d13249e2f10","foot",0.630361849988018,"12"
"69","195d5246-ee70-4487-9d09-8d13249e2f10","hair",-0.329385703331345,"12"
"70","195d5246-ee70-4487-9d09-8d13249e2f10","hand",-0.173092698933552,"12"
"71","195d5246-ee70-4487-9d09-8d13249e2f10","milk",0.630361849988018,"12"
"72","195d5246-ee70-4487-9d09-8d13249e2f10","yogurt",-0.173092698933552,"12"
"73","1afcb3c4-2834-4ba8-bb46-e4d987cb35ec","apple",0.0538432267884323,"12"
"74","1afcb3c4-2834-4ba8-bb46-e4d987cb35ec","banana",0.0248031496062992,"12"
"75","1afcb3c4-2834-4ba8-bb46-e4d987cb35ec","cookie",0.0748495863078815,"12"
"76","1afcb3c4-2834-4ba8-bb46-e4d987cb35ec","eyes",0.0748495863078815,"12"
"77","1afcb3c4-2834-4ba8-bb46-e4d987cb35ec","foot",0.0801798740421358,"12"
"78","1afcb3c4-2834-4ba8-bb46-e4d987cb35ec","hair",0.0248031496062991,"12"
"79","1afcb3c4-2834-4ba8-bb46-e4d987cb35ec","hand",0.132472513347816,"12"
"80","1afcb3c4-2834-4ba8-bb46-e4d987cb35ec","milk",0.0801798740421357,"12"
"81","1afcb3c4-2834-4ba8-bb46-e4d987cb35ec","mouth",0.0538432267884323,"12"
"82","1afcb3c4-2834-4ba8-bb46-e4d987cb35ec","yogurt",0.132472513347816,"12"
"83","1b9291ee-7904-4319-a182-222c2f7e9ddb","apple",0.124637447631325,"12"
"84","1b9291ee-7904-4319-a182-222c2f7e9ddb","banana",-0.00909319249812421,"12"
"85","1b9291ee-7904-4319-a182-222c2f7e9ddb","cookie",0.00854127624570233,"12"
"86","1b9291ee-7904-4319-a182-222c2f7e9ddb","eyes",0.00854127624570244,"12"
"87","1b9291ee-7904-4319-a182-222c2f7e9ddb","foot",0.109736242266363,"12"
"88","1b9291ee-7904-4319-a182-222c2f7e9ddb","hair",-0.00909319249812413,"12"
"89","1b9291ee-7904-4319-a182-222c2f7e9ddb","hand",0.155291540276373,"12"
"90","1b9291ee-7904-4319-a182-222c2f7e9ddb","milk",0.109736242266363,"12"
"91","1b9291ee-7904-4319-a182-222c2f7e9ddb","mouth",0.124637447631325,"12"
"92","1b9291ee-7904-4319-a182-222c2f7e9ddb","yogurt",0.155291540276373,"12"
"93","1c0a5b8d-7617-42eb-a1f4-71e8d2c8f51e","apple",-0.0988035099535997,"12"
"94","1c0a5b8d-7617-42eb-a1f4-71e8d2c8f51e","banana",0.06333396176044,"12"
